90054	12070	spa	Howard Gardner	Verdad, belleza y bondad reformuladas	-	Ciencias sociales	-	-	-	-	26ca528d-a42c-41c9-acbb-ffde61175e14	-	Marta Pino Moreno	2013-08-02T19:14:24
78013	8550	spa	Leanne Banks	A tus pies	-	Novela	-	-	-	-	14016a89-b5e4-4ca6-8227-5cbd6877d639	-	-	2016-01-04T00:12:16
24436	4955	spa	Rosalía de Castro	Ruinas	-	Filosófico	-	-	-	-	df047b41-7734-4dfd-9a5e-a095f8b8dc69	-	-	2013-11-23T13:45:06
17146	3978	spa	Sigmund Freud	Lo siniestro	-	Psicología	-	-	-	-	343ec69d-7772-4e74-9e0e-b317d549f3fa	-	Luis López Ballesteros	2013-08-02T19:18:22
32465	4550	spa	Sigmund Freud	Psicología de las masas y análisis del yo	-	Psicología	-	-	-	-	4451ff67-4432-4434-8a41-23087d7d3266	-	Luis López Ballesteros	2012-07-02T10:33:07
287412	21592	spa	Sigmund Freud	La interpretación de los sueños	-	Psicología	-	-	-	-	fb45dab8-4ee5-47c5-968c-984a13b15e4b	-	Luis López-Ballesteros y de Torres	2013-08-31T05:18:12
84223	11391	spa	William Kennedy	Tallo de hierro	-	Drama	-	-	-	-	821b332a-b5de-41cb-b961-7f61d2d2191c	-	Jordi Fibla	2013-08-02T19:16:56
12790	3374	spa	Robert Bloch	El terror volvió a Hollywood	-	Terror	-	-	-	-	c678eeb4-7a8d-430f-8aa1-0f9600efa74d	-	-	2012-08-02T14:01:51
107997	13585	spa	Jesús Cañadas	El baile de los secretos	-	Fantástico	-	-	-	-	b05aa5e1-dc40-4d4c-8f79-26657e7fcfb4	-	capitancebolleta	2014-02-16T14:40:24
70469	8937	spa	José Silva	El método Silva de control mental	-	Autoayuda	-	-	-	-	0723704f-633b-4b88-95f1-c27717df8a3d	-	-	2013-09-02T18:12:16
141488	14706	spa	Jackie Collins	Rock Star	-	Drama	-	-	-	-	24c9ac48-beb4-4d0e-86e4-255638f2d101	-	Adelaida Ruiz	2013-08-02T19:11:30
71515	8310	spa	Rachel Ward	Infinito	-	Juvenil	-	-	-	-	4ede9cf0-6670-4805-8007-d8ec68cf5037	-	Xevi Solé Muñoz	2013-08-02T19:24:37
137784	13666	spa	Gene Wolfe	Soldado de Areté	Saga de Latro 2	Fantástico	-	-	-	-	2a6583a0-cfdd-4b78-8e1d-757eaa44437d	-	Albert Solé	2013-10-26T18:57:27
136778	14374	spa	Gene Wolfe	Soldado de la niebla	Saga de Latro 1	Fantástico	-	-	-	-	9b5c6a72-f3dc-4be6-8889-d07252edf6e2	-	Albert Solé	2013-10-26T18:57:26
104561	13102	spa	Gene Wolfe	La espada del Lictor	-	Fantástico	-	-	-	-	98fedc2b-81c9-46fd-baa7-35fb04955fa4	-	Marcelo Cohen	2014-02-01T01:54:22
34982	5648	spa	Carlos Martín Pérez	El arte de la ventaja	-	Autoayuda	-	-	-	-	a92e0068-70d0-478a-a6ed-aa245b614757	-	-	2011-11-25T18:03:54
89166	12859	spa	Italo Calvino	El barón rampante	-	Histórico	-	-	-	-	a9e16c03-40ff-4520-bcef-9e1d379cbe8a	-	Francesc Miravitlles	2013-09-28T01:32:02
24324	5188	spa	Italo Calvino	La nube de smog	-	Sátira	-	-	-	-	2beeebd8-595d-485c-927a-881c725de1f0	-	Aurora Bernárdez	2013-10-26T18:57:06
39798	7292	spa	Italo Calvino	La especulación inmobiliaria	-	Sátira	-	-	-	-	10aa610a-b877-4d69-b5c2-6a0e7c6f8c74	-	Francesc Miravitlles	2013-11-11T01:50:55
32177	6695	spa	Italo Calvino	Las ciudades invisibles	-	Fantástico	-	-	-	-	6f2a3362-2ea7-45fe-aa1c-e34590d090cb	-	Aurora Bernárdez	2013-08-02T19:10:18
54718	9128	spa	Italo Calvino	Los amores difíciles	-	Humor	-	-	-	-	6b231ef4-42d0-4a13-a534-2a07d14e9e95	-	Aurora Bernárdez	2013-11-11T01:49:34
14492	3504	spa	Italo Calvino	La hormiga argentina	-	Sátira	-	-	-	-	2d0be18d-edbf-4000-8118-09bac37d9e86	-	Aurora Bernárdez	2013-10-26T18:57:06
25916	5089	spa	Italo Calvino	La jornada de un interventor electoral	-	Drama	-	-	-	-	7aa0a453-d691-4a46-b0c5-7017c54e334b	-	Francesc Miravitlles	2013-11-11T01:50:43
35079	7381	spa	Italo Calvino	El castillo de los destinos cruzados	-	Fantástico	-	-	-	-	cbbe4c2c-ca3c-416d-9212-8d59a934122e	-	Aurora Bernárdez	2013-08-02T20:15:53
30994	6353	spa	Italo Calvino	El vizconde demediado	-	Fantástico	-	-	-	-	a13e561d-21b2-4550-9521-d4739485c90f	-	Francesc Miravitlles	2013-09-13T23:59:54
43009	7999	spa	Italo Calvino	El caballero inexistente	-	Fantástico	-	-	-	-	fe3927b5-5a1c-4ccc-9c7d-b5e2ad1dd925	-	Francesc Miravitlles	2013-09-28T01:32:03
86970	10640	spa	Peter David	Zona de conflicto	-	Ciencia ficción	-	-	-	-	51ab0c39-3b95-4385-a750-642a4c9a9300	-	Diana Falcón	2013-08-02T19:18:31
9325	2087	spa	Concepción Arenal	El reo, el pueblo, y el verdugo	-	Ciencias sociales	-	-	-	-	aa42b279-9f29-4f83-bffe-10b072957fbb	-	-	2013-10-12T13:48:43
129578	14628	spa	Charles Sherrington	Hombre versus naturaleza	-	Ciencias naturales	-	-	-	-	6819070e-7cf9-42a2-8c88-3fd66384f87e	-	Francisco Martín	2013-11-11T01:49:55
50275	7292	spa	Simone Moro	Estrellas en el Annapurna	-	Deportes y juegos	-	-	-	-	b866d8d9-db38-4ddc-b58c-dc3edc491296	-	Unai Martínez Malaxecheverría	2013-08-02T19:01:46
254937	24340	spa	Tana French	En piel ajena	-	Policial	-	-	-	-	3c5173ac-ff45-4274-b31c-975357f5e0e3	-	Gemma Deza	2013-09-28T01:34:33
18692	3722	spa	Miguel de Unamuno	San Manuel Bueno, mártir	-	Drama	-	-	-	-	80fc501a-4672-4a35-b8a9-216afeb7201d	-	-	2013-10-26T18:56:26
54453	10305	spa	Miguel de Unamuno	Cuentos de mí mismo	-	Realista	-	-	-	-	cd3cc950-9796-468a-91c8-fed7d905139e	-	Jesús Gálvez Yagüe	2013-08-31T05:23:30
36805	6071	spa	Miguel de Unamuno	Abel Sánchez	-	Drama	-	-	-	-	538a37de-e3a8-4729-a041-cf7c1114b4e7	-	-	2013-11-11T01:48:49
58900	8765	spa	Miguel de Unamuno	La tía Tula	-	Drama	-	-	-	-	d07a243a-1c59-432f-b3c7-81d51a1b0517	-	-	2013-08-15T04:01:02
127064	11988	spa	Mijaíl Bakunin	Escritos de filosofía política (1)	-	Ciencias sociales	-	-	-	-	551a8c27-a8a8-4b53-be86-ff4572ea26cb	-	Antonio Escohotado	2013-08-02T19:11:14
62221	7066	spa	Mijaíl Bakunin	Dios y el estado	-	Ciencias sociales	-	-	-	-	66b1399b-99a5-4e89-b17c-dfbd14afdbf8	-	-	2013-08-02T19:13:53
89519	10110	spa	Donna Leon	El huevo de oro	-	Policial	-	-	-	-	15e4ee9c-c2ff-47cd-b2f2-0d02df213ffc	-	Maia Figueroa Evans	2013-08-02T20:15:45
90706	9699	spa	Eugene Vale	Técnicas del guión para cine y televisión	-	Comunicación	-	-	-	-	cb5facb3-cc5b-4832-bbf3-5fd0caff7f42	-	Miguel Wald	2013-12-21T01:56:36
46930	7395	spa	Susan Napier	Seducción salvaje	-	Romántico	-	-	-	-	4439b190-e906-414b-a344-a6aacd8dea19	-	-	2016-04-24T11:10:38
46910	7217	spa	Susan Napier	Caricias inolvidables	-	Romántico	-	-	-	-	b2cc661b-5899-486b-811e-d22a88a7e32b	-	-	2016-04-24T11:05:19
50043	7962	spa	Susan Napier	Cruel mentira	-	Romántico	-	-	-	-	d5331443-16ad-4c12-a910-166a174ceee5	-	-	2016-04-24T11:08:00
50440	8338	spa	Susan Napier	La amante del novio	-	Romántico	-	-	-	-	896abd48-c2ce-498d-a490-f815125ab162	-	-	2016-04-24T11:09:45
51982	7913	spa	Susan Napier	Hada púrpura	-	Romántico	-	-	-	-	236d7efa-6630-4282-94f4-91767b0d9769	-	-	2016-04-24T11:10:57
50746	8304	spa	Susan Napier	Campaña de seducción	-	Romántico	-	-	-	-	c6358844-8d8b-457a-923c-d208b9dd44b9	-	-	2016-04-24T11:09:55
36106	6740	spa	Susan Napier	Amor sin compromiso	-	Romántico	-	-	-	-	27c878f0-9f78-4baa-af71-b9b18adb6fd0	-	-	2016-04-24T11:06:39
49044	7756	spa	Susan Napier	El halcón y la presa	-	Romántico	-	-	-	-	bffab9a1-cce9-4167-9772-3e6c91e8cd5d	-	-	2016-04-24T11:06:24
38182	6023	spa	Susan Napier	Una rubia muy especial	-	Romántico	-	-	-	-	6dc40255-428c-4562-9360-4d33bcf772a0	-	-	2016-04-24T11:10:58
49819	7810	spa	Ignacio Ramonet	La tiranía de la comunicación	-	Ensayo	-	-	-	-	5165ae12-0823-4563-b678-b7230e4dafd6	-	FLP_V	2011-11-28T18:52:46
74879	13099	spa	Rafael García Serrano	La fiel Infantería	-	Histórico	-	-	-	-	9c7514fc-9f36-42bc-8f41-2ad003985fd6	-	-	2013-09-28T01:35:43
48772	7153	spa	Barbara Cartland	La bella indómita	-	Romántico	-	-	-	-	7896b478-7f32-42bf-bf4d-c0b4c4a0a019	-	-	2016-04-24T11:08:52
48989	7091	spa	Barbara Cartland	Novia en venta I	-	Romántico	-	-	-	-	739228c8-e1fe-49b4-b21d-09be30446bd7	-	-	2016-05-23T23:41:24
47357	7073	spa	Barbara Cartland	La santa y el pecador	-	Romántico	-	-	-	-	d1a8d353-e1df-49c5-bfa4-59ea7a3acdd0	-	-	2016-06-18T16:52:41
45348	6845	spa	Barbara Cartland	Una voz en la oscuridad	-	Novela	-	-	-	-	bc174cb3-8a32-4faf-8854-bc2f1ebd4e30	-	-	2016-03-27T03:43:55
46491	6939	spa	Barbara Cartland	La bella fugitiva 2	-	Romántico	-	-	-	-	91167863-f53d-437d-89e2-c679435ddee4	-	-	2016-04-24T11:06:55
46491	7103	spa	Barbara Cartland	Lágrimas de amor	-	Romántico	-	-	-	-	f122e2f4-b3bd-4f27-b794-e336b2d6ce08	-	-	2016-05-23T23:37:06
42570	6203	spa	Barbara Cartland	El rebelde apasionado	-	Novela	-	-	-	-	5bb74bd8-f54a-412f-8c68-0f132bf71a9d	-	-	2016-01-30T16:44:18
56272	7859	spa	Barbara Cartland	El karma del amor	-	Novela	-	-	-	-	5120ef63-1560-40dc-a890-f86595940a59	-	-	2016-06-05T13:13:06
54725	7544	spa	Barbara Cartland	El amor está en Escocia	-	Romántico	-	-	-	-	442d8a23-477b-4602-95f3-074c1c2e6424	-	-	2016-06-18T16:50:13
53785	7689	spa	Barbara Cartland	El pirata del amor	-	Novela	-	-	-	-	03e2c751-b6ca-4f4a-8ee5-3d7f7cc967d7	-	-	2016-03-27T03:42:25
42273	6747	spa	Barbara Cartland	Amor sin esperanza	-	Romántico	-	-	-	-	58fe072e-9d46-4f00-a7a3-b01122793c25	-	-	2016-06-18T16:50:46
51264	7367	spa	Barbara Cartland	Fugitiva del amor 2	-	Novela	-	-	-	-	a3c7f238-e4b0-457d-8b35-0180800f8249	-	-	2016-04-09T17:05:07
64198	8917	spa	Barbara Cartland	Un amor imposible	-	Novela	-	-	-	-	76caf063-671c-41eb-89b1-c708b1f3d6ab	-	-	2016-03-13T12:34:12
50386	6683	spa	Barbara Cartland	La gran aventura I	-	Romántico	-	-	-	-	117d00bc-6325-41f9-bcb6-268fbf4fa193	-	-	2016-05-23T23:45:34
53349	7495	spa	Barbara Cartland	Milagro de amor	-	Novela	-	-	-	-	b53448df-3cb8-4155-8fa7-d78a2965ebc6	-	-	2016-06-05T13:12:58
49160	6631	spa	Barbara Cartland	La magia del amor I	-	Romántico	-	-	-	-	1e08a507-8fe6-45b9-a6fb-86061e838672	-	-	2016-05-23T23:33:41
46348	6768	spa	Barbara Cartland	Siempre hay un mañana	-	Romántico	-	-	-	-	56179481-9e7c-4e30-9ee6-730774e5bc5b	-	-	2016-06-18T16:53:01
46126	6553	spa	Barbara Cartland	Esposa intocable	-	Novela	-	-	-	-	31418752-bc87-427c-b071-71a3c2f026d7	-	-	2016-02-14T02:10:27
50393	7829	spa	Barbara Cartland	Entre dos mundos	-	Novela	-	-	-	-	09ad827f-9df8-47df-bfdd-d52762dbdcbc	-	-	2016-04-09T17:08:18
41597	6527	spa	Barbara Cartland	El ángel enamorado	-	Novela	-	-	-	-	2349c2a1-f22c-44d5-ba2f-1f87a8c5d4dc	-	-	2016-06-05T13:12:48
40829	6603	spa	Barbara Cartland	Una extraña pasión	-	Romántico	-	-	-	-	1fcd9699-3c9e-4892-bb0c-e385fa0e750c	-	-	2016-06-18T16:49:24
49324	7533	spa	Barbara Cartland	La hechicera de ojos azules	-	Novela	-	-	-	-	00f24345-43b6-4b11-b752-18c780f59672	-	-	2016-02-14T02:09:37
43776	6328	spa	Barbara Cartland	La canción del ruiseñor	-	Romántico	-	-	-	-	671dfef3-872f-40c3-8c27-3d6337d68e9e	-	-	2016-06-18T16:48:40
42472	6218	spa	Barbara Cartland	El pirata y la dama	-	Novela	-	-	-	-	06a487c8-a285-4511-a2f9-e19eda313f69	-	-	2016-03-27T03:44:15
48370	7518	spa	Barbara Cartland	Linetta	-	Novela	-	-	-	-	4990c79c-a5c3-4aa4-8a52-2aab6f39d813	-	-	2016-06-05T13:14:57
41628	6186	spa	Barbara Cartland	Cuando el amor llega	-	Romántico	-	-	-	-	c8610f22-2acb-4166-a24e-fa4a5a866521	-	-	2016-06-18T16:52:09
43083	6199	spa	Barbara Cartland	Cautiva de la luna	-	Novela	-	-	-	-	7e1b21db-9afa-4dd7-8304-ea9a944b14c2	-	-	2016-03-27T03:45:18
52635	7819	spa	Barbara Cartland	Un amor impetuoso	-	Novela	-	-	-	-	30427e0f-3cca-4be3-95c8-ca1c2c0d8286	-	-	2016-06-05T13:13:44
37327	6519	spa	Barbara Cartland	Idilio a la luz de la luna	-	Romántico	-	-	-	-	ef1442bf-19e3-4a72-9812-9bbab3f354a9	-	-	2016-04-24T11:09:47
59784	8259	spa	Barbara Cartland	El novio desconocido	-	Novela	-	-	-	-	87854d5b-76d0-4b8b-ad97-838cf3237bd7	-	-	2016-01-30T16:41:36
48819	6686	spa	Barbara Cartland	Amor profano	-	Romántico	-	-	-	-	ae40f3ed-5f1d-4e2d-b294-85da91659e1d	-	-	2016-06-18T16:49:36
54319	8053	spa	Barbara Cartland	El lugar secreto	-	Novela	-	-	-	-	d174368e-c31b-46bd-9bcb-b8926bbd1320	-	-	2016-03-27T03:43:27
48569	6759	spa	Barbara Cartland	Amor prohibido	-	Romántico	-	-	-	-	39c76206-ba38-4deb-8225-ff992741188e	-	-	2016-06-18T16:52:29
40897	7062	spa	Barbara Cartland	Prometida en el Edén	-	Novela	-	-	-	-	10f8fbab-7141-40ce-841f-af3c1d24a6e8	-	-	2016-03-13T12:33:44
36384	6167	spa	Barbara Cartland	La batalla del amor	-	Romántico	-	-	-	-	6bde0e6a-7ee7-4539-badd-53e0344f9b45	-	-	2016-06-18T16:49:49
40367	6071	spa	Barbara Cartland	Boda sin amor	-	Novela	-	-	-	-	d92a3bc5-0219-4d56-a01b-fa061c852dc7	-	-	2016-03-27T03:42:00
44380	6818	spa	Barbara Cartland	Fuga desesperada	-	Novela	-	-	-	-	d362a40b-cbc6-41fd-a101-3d778c89597b	-	-	2016-01-30T16:42:37
51540	6903	spa	Barbara Cartland	Luna nueva	-	Romántico	-	-	-	-	58805f38-c301-4a6f-9255-df744cd2315c	-	-	2016-05-23T23:36:20
36540	5519	spa	Barbara Cartland	Del amor nadie escapa	-	Romántico	-	-	-	-	47499e48-d08a-478f-8287-5024ffc29d58	-	-	2016-06-18T16:49:00
45598	6887	spa	Barbara Cartland	Bodas de odio	-	Novela	-	-	-	-	e25a8ef6-6fd6-418a-b9a9-142070b5b76c	-	-	2016-03-27T03:43:13
38886	6500	spa	Barbara Cartland	Enamorada del enemigo	-	Novela	-	-	-	-	8aaa162a-2caf-44d0-b509-2d4a3a7d4e23	-	-	2016-04-09T17:08:08
48581	7120	spa	Barbara Cartland	Una estrella para Bettina	-	Romántico	-	-	-	-	3591c738-6dbd-4335-98bd-933756f6f5bb	-	-	2016-06-18T16:48:47
49506	7224	spa	Barbara Cartland	Odio y pasión	-	Novela	-	-	-	-	26a16df7-e3af-458e-a6e7-d2dd2dfc0c23	-	-	2016-03-13T12:33:38
46605	6702	spa	Barbara Cartland	Música en el corazón	-	Romántico	-	-	-	-	bd9c77d4-ebad-4f38-818e-61ac074a8a4f	-	-	2016-05-23T23:39:50
39992	6661	spa	Barbara Cartland	Fuego en la nieve	-	Novela	-	-	-	-	21918d81-f009-4460-b944-e900195f285c	-	-	2016-06-05T13:13:28
54839	7202	spa	Barbara Cartland	La novia sustituta	-	Novela	-	-	-	-	67b81615-b2ad-48d3-939e-28c0e8decef1	-	-	2016-02-14T02:09:24
38213	6260	spa	Barbara Cartland	La mansión del amor	-	Novela	-	-	-	-	14577700-cc89-4a37-9082-b467f97645a0	-	-	2016-02-14T02:09:27
63956	8023	spa	Barbara Cartland	Mundo de ilusiones	-	Novela	-	-	-	-	2b6d9293-1010-4ca4-b4af-4d8d9772c887	-	-	2016-02-28T12:52:09
43177	6698	spa	Barbara Cartland	La traviesa heredera	-	Romántico	-	-	-	-	46879ffc-241c-4ede-a5dd-31ff203013c6	-	-	2016-06-18T16:48:29
59945	8154	spa	Barbara Cartland	Trampa de amor	-	Romántico	-	-	-	-	b03b032d-9aa8-400e-b8c9-579cc0247924	-	-	2016-05-23T23:36:36
41804	6581	spa	Barbara Cartland	Mentiras de amor	-	Romántico	-	-	-	-	f1b12905-f45f-4a96-9cf4-373aa906d396	-	-	2016-06-18T16:51:53
53532	7408	spa	Barbara Cartland	Enamorada	-	Novela	-	-	-	-	b77f1821-cd04-4b18-afcf-e9bf4bcfd178	-	-	2016-06-05T13:12:57
39970	6246	spa	Barbara Cartland	Encuentro en Venecia o Lucía y el amor	-	Romántico	-	-	-	-	477c021b-8f7b-4bdf-b732-9a628971bc52	-	-	2016-06-18T16:50:57
49734	7156	spa	Barbara Cartland	Un sueño imposible	-	Romántico	-	-	-	-	cd7519aa-9890-48b0-a933-2cd9fd777780	-	-	2016-05-23T23:37:02
40440	6076	spa	Barbara Cartland	Lágrimas de amor II	-	Romántico	-	-	-	-	0a4a513d-33fb-4b03-bf49-b2f6619e4fe5	-	-	2016-05-23T23:36:55
42245	6431	spa	Barbara Cartland	Esplendor imperial	-	Novela	-	-	-	-	136bb88b-6430-4bc7-8834-9277767666fa	-	-	2016-04-09T17:08:09
50260	6960	spa	Barbara Cartland	Fugitiva del amor	-	Novela	-	-	-	-	889dc2fe-83cc-4f23-8f44-32edeb61ba0b	-	-	2016-01-30T16:48:20
50879	6780	spa	Barbara Cartland	La bella fugitiva 1	-	Novela	-	-	-	-	7afc7c3d-0726-49ab-9b1e-62b79d6e44a6	-	-	2016-02-14T02:10:00
46200	6909	spa	Barbara Cartland	Espejismo de amor	-	Novela	-	-	-	-	d7ce6b01-9cc4-4d8c-b21a-3a0c81e9cc13	-	-	2016-02-14T02:10:28
38195	6306	spa	Barbara Cartland	El río del amor	-	Novela	-	-	-	-	140f4cf9-294b-4d56-b078-4903f88430eb	-	-	2016-04-09T17:07:23
47487	6408	spa	Barbara Cartland	En busca del amor	-	Romántico	-	-	-	-	81d9f8cd-2723-4d1c-a216-afcb13cc624c	-	-	2016-06-18T16:51:50
45281	6368	spa	Barbara Cartland	El príncipe y el pequinés	-	Novela	-	-	-	-	12672a09-c7c2-48d2-a958-f68d4fa25004	-	-	2016-01-30T16:45:54
48687	6705	spa	Barbara Cartland	Perdón y olvido	-	Novela	-	-	-	-	66ba71ea-52ab-400c-b57c-8fa6135a72fd	-	-	2016-03-13T12:33:39
47686	7344	spa	Barbara Cartland	Romance en alta mar	-	Novela	-	-	-	-	5213b860-3faa-4029-8735-2e2028cc2049	-	-	2016-06-05T13:14:01
45124	6664	spa	Barbara Cartland	La fuga	-	Novela	-	-	-	-	f3aef798-4e2c-42a2-a1cf-33d4f207dd3b	-	-	2016-02-14T02:09:44
38519	6458	spa	Barbara Cartland	Peligro en París	-	Romántico	-	-	-	-	dc78baf2-fce1-4a97-a6c8-9e397be39d74	-	-	2016-05-23T23:44:30
55439	7214	spa	Barbara Cartland	Entre el amor y el odio	-	Novela	-	-	-	-	602928d5-e2ec-414b-a729-6ce4246cb39a	-	-	2016-01-30T16:45:13
58426	7728	spa	Barbara Cartland	Estocada al corazón	-	Novela	-	-	-	-	a27e0b1c-6254-4ef4-8cdd-0ce2c8cf123d	-	-	2016-04-09T17:05:18
37799	5947	spa	Barbara Cartland	La mansión del odio	-	Novela	-	-	-	-	ce587038-e752-4508-95c7-a366e8b8caa1	-	-	2016-02-14T02:09:26
50405	7277	spa	Barbara Cartland	Matrimonio fingido	-	Romántico	-	-	-	-	ef1f5cf7-b484-45f3-8f86-d5ee2f8de10e	-	-	2016-05-23T23:36:42
41917	5951	spa	Barbara Cartland	La magia del amor II	-	Romántico	-	-	-	-	b32a85fc-af6e-4302-b942-e425f255bd12	-	-	2016-05-23T23:38:25
45803	6684	spa	Barbara Cartland	Amantes en el paraíso	-	Novela	-	-	-	-	33c95fef-03d7-40f5-9172-830835eb8dfa	-	-	2016-03-13T12:30:15
46687	7556	spa	Barbara Cartland	Esclavas del amor	-	Novela	-	-	-	-	39585eb3-db76-47f3-9604-c824b9fa992a	-	-	2016-02-14T02:10:31
46483	6835	spa	Barbara Cartland	Embrujo de amor	-	Novela	-	-	-	-	347fd580-4f55-4c2a-9f3a-cd2db3658064	-	-	2016-02-14T02:10:40
37040	6049	spa	Barbara Cartland	El violín mágico	-	Novela	-	-	-	-	2a9fec60-8f30-4b80-bbfa-5fbcfccde7e4	-	-	2016-02-14T02:10:41
46831	6729	spa	Barbara Cartland	La criada misteriosa	-	Novela	-	-	-	-	0837664e-fcc8-4c30-a16d-35c61fc30b7a	-	-	2016-02-14T02:09:50
38736	6007	spa	Barbara Cartland	Las hermanas ambiciosas	-	Romántico	-	-	-	-	4a04df41-2a44-43a0-83eb-4f02c67c1059	-	-	2016-05-23T23:38:01
40970	6423	spa	Barbara Cartland	Un romance de leyenda	-	Romántico	-	-	-	-	3632a6be-3292-4aa6-a844-c678175c229f	-	-	2016-05-23T23:47:02
43673	6271	spa	Barbara Cartland	El rincón de la reina o Vibraciones de amor	-	Romántico	-	-	-	-	7f67e846-b147-4301-9cf5-1fac2b257d72	-	-	2016-06-18T16:50:40
47756	6586	spa	Barbara Cartland	Sola contra el destino	-	Romántico	-	-	-	-	c6bebb8e-5eb3-4cf4-8a5f-a9f930d4dc1a	-	-	2016-06-18T16:49:56
41596	7491	spa	Bertolt Brecht	Historias de almanaque	-	Filosófico	-	-	-	-	33d8c495-f0e8-4867-8146-0b5134c91cc6	-	Joaquín Rábago	2013-08-15T04:00:24
62797	9445	spa	Bertolt Brecht	Relatos 1913-1927	-	Drama	-	-	-	-	bd728c84-c377-439d-91d2-23d25a641671	-	Juan J. del Solar B.	2013-08-02T19:11:09
61456	9781	spa	Bertolt Brecht	Relatos 1927-1949	-	Drama	-	-	-	-	3d71821b-f250-4b1f-9178-eb636f3cac2b	-	Juan J. del Solar B.	2013-08-02T19:11:10
174632	19903	spa	Vikas Swarup	Seis sospechosos	-	Policial	-	-	-	-	78c077d6-38e9-4f6a-a562-e333cb09addf	-	Damián Alou	2013-08-02T19:22:47
220883	21415	spa	Wilbur Smith	El séptimo papiro	-	Aventuras	-	-	-	-	79c272da-c1bb-4165-8f4f-5a1929e12f5f	-	Daniel Zadunaisky	2013-09-28T01:33:46
269017	22941	spa	Wilbur Smith	Rio sagrado	-	Aventuras	-	-	-	-	f5004e00-7a46-4a58-bfdc-15c37c00d74c	-	Valeria Watson	2013-09-28T01:33:45
252553	21443	spa	Wilbur Smith	El hechicero	-	Aventuras	-	-	-	-	5d1d319f-82b3-4d53-8ae0-f2f20c09a83a	-	Edith Zilli Nunciati	2013-09-28T01:33:47
20235	4053	spa	Sasha Miles	De camino a tu amor	-	Novela	-	-	-	-	2a5e4500-e85b-41f6-bddb-b169ceb5c9e0	-	-	2016-01-04T22:53:52
235414	19562	spa	Belinda Alexandra	Melodía en la Toscana	-	Histórico	-	-	-	-	ae1d0cb5-4bfb-4bf6-927f-a86af8129e3d	-	-	2013-09-02T18:14:10
336730	20375	spa	Sara Donati	En tierras lejanas	-	Drama	-	-	-	-	d87367cd-a709-44a8-8e3b-7b0ba2eb3000	-	Susana Beatriz Cella	2013-09-28T01:35:09
97027	13216	spa	José María Sanjuán	Réquiem por todos nosotros	-	Realista	-	-	-	-	a9334439-dbd7-43a6-842b-1ca615005941	-	-	2014-02-16T14:40:09
18343	4078	spa	Tennessee Williams	De repente, el último verano.	-	Drama	-	-	-	-	59f7ef82-bfff-43f1-b9e1-787ff5b4a094	-	Hugo Urquijo	2013-08-17T00:45:55
129921	19212	spa	Jack-Alain Léger	Monsignore	-	Intriga	-	-	-	-	123c84f8-24a2-4978-8be5-d7bb800529ce	-	Mauricio Perusa	2013-08-02T19:16:58
311218	24557	spa	Francisco Bueno García	Los Reyes de la Alhambra	-	Historia	-	-	-	-	b39c8116-c0c7-43d4-82c4-d5b097e2fe67	-	Pilar Campos Fdez. Figares	2013-11-11T01:51:41
115960	13061	spa	Sherry Jones	Aisha y Alí	-	Histórico	-	-	-	-	cd1c4ec9-fbd5-4ea6-a72e-cd7f4c42afb6	-	-	2015-03-15T21:50:11
127500	15307	spa	Stephan Talty	Garbo, el espía	-	Historia	-	-	-	-	5b76ace7-8dcd-475f-81ce-738f7001c7a3	-	Marc Jiménez Buzzi & Francisco López	2014-02-01T01:57:59
43082	7685	spa	Mario Vaquerizo	Haciendo majaradas	-	Humor	-	-	-	Espasa Libros, S. L. U.	f6587af2-f6d9-4060-bafc-6c2a6dee74e4	-	-	2013-08-02T19:00:21
204729	21585	spa	China Miéville	El Consejo de Hierro	-	Fantástico	-	-	-	-	5c205ae9-892a-49ca-b5c5-8c5e92cc91f5	-	Manuel Mata Álvarez-Santullano	2013-11-11T01:49:58
263489	20489	spa	W. Somerset Maugham	Servidumbre humana	-	Drama	-	-	-	-	27bb1064-20f8-41fe-b4a9-97341286f4ae	-	Enrique de Juan	2013-08-02T20:15:13
42152	7874	spa	W. Somerset Maugham	Tras una noche de espanto	-	Drama	-	-	-	-	cdc44f78-1004-441d-b804-83da6aaf3c95	-	Isidoro Guerrero	2013-08-17T00:48:59
81500	10939	spa	W. Somerset Maugham	El velo pintado	-	Drama	-	-	-	-	fd03bac8-a4b6-4353-8780-5d57a15d726e	-	Eduardo Iriarte	2013-08-02T19:06:01
76406	12054	spa	Ward Moore	Lo que el tiempo se llevó	-	Ciencia ficción	-	-	-	-	82755c44-fdb9-4f39-9041-1740e967ddc7	-	Cristina Macía	2013-08-02T20:16:21
49949	6914	spa	Alberto Moravia	La mujer leopardo	-	Drama	-	-	-	-	0875e013-e897-4d01-a658-6b938bf09aec	-	Carlos Manzano	2013-10-26T18:56:49
149464	13402	spa	Alberto Moravia	La campesina	-	Drama	-	-	-	-	c6bba970-fedc-4658-9880-8f1e0149ffe1	-	Domingo Pruna	2013-11-11T01:51:01
184692	18152	spa	Patrick Graham	El evangelio del mal	-	Terror	-	-	-	-	b656838c-6267-4d5a-9dfc-ff4586640478	-	Teresa Clavel	2013-08-02T19:07:33
183167	18340	spa	Patrick Graham	La hija del Apocalipsis	text	Drama	-	-	-	-	c8adfc05-415a-47d2-ba02-46d4fa90d5bf	-	-	2011-12-15T22:01:41
